Aqueous UO2++ in Granite,Aqueous UO2++ in Bentonite,Aqueous UO2++ in Source,Adsorbed UO2++ in Bentonite,Mineralized UO2++ in Bentonite,Mineralized UO2++ in Source,m1_a1,m1_a2,m1_a3,m1_a4,m1_a5,m2_a1,m2_a2,m2_a3,m2_a4,m2_a5,m2_s1,m2_s2,m2_s3,m2_s4,m2_s5,m2_s6,m2_w1,m2_w2,m2_w3,Calcium,Carbonate,Calcium_frac,Carbonate_frac,Calcium_conc,Carbonate_conc,Calcium_frac_conc,Carbonate_frac_conc,Effluxed UO2++
7.195944937617673e-05,0.0011766388306908375,2.750964003468927e-05,0.10923008122284791,0.0,241.38933577446278,6.156241338688374e-08,9.184219703064685e-09,1.8418991588038249e-10,7.188761944179382e-10,2.8402499077897016e-10,9.763295337402091e-07,1.737739362706526e-07,4.162064552890542e-09,1.2480367540183921e-08,5.399429928544994e-09,0.0033113543721713136,0.0007971437116751968,9.617674062553087e-05,5.815752961892085e-06,0.013298347094772301,0.005340714309027435,0.00016799184361956316,0.0012788490808850193,0.08493368511529996,0.09957520110228521,0.011764915617366816,0.009279957131133002,0.0008236565429697032,0.017973358857794088,0.002123571411172847,0.02309767561200945,0.0020500689148011827,0.00024199024843
7.417325614116004e-05,0.0012111834611960419,2.7455034057107795e-05,0.11223039865666704,0.0,241.38628043752536,6.34918101452274e-08,9.43652922466456e-09,1.884978400122868e-10,7.380653026983646e-10,2.918277450484327e-10,1.0059869695123883e-06,1.7799843368142902e-07,4.237502477134241e-09,1.2787724583165488e-08,5.524289053783212e-09,0.0034231889010890217,0.0008235760084611482,9.930668796435015e-05,6.00143761029502e-06,0.013663335509534693,0.005453752245017946,0.0001736684573452609,0.0013212769772507835,0.08726628914456705,0.10018122165977326,0.011713369787519395,0.00930793888216817,0.0008215634850055433,0.01808274534715514,0.0021142673199185387,0.02316714297551314,0.0020448435428650664,0.00026030821575
7.632984718981238e-05,0.001244901389686771,2.739005981939417e-05,0.11519224257627815,0.0,241.38326387101216,6.537360188083764e-08,9.680370145281976e-09,1.9261297696205888e-10,7.565866651534667e-10,2.9936860507063095e-10,1.0349921227775204e-06,1.8206711133716177e-07,4.308538414409791e-09,1.3083978610779033e-08,5.645344558910636e-09,0.003535572800696405,0.0008500867566434273,0.00010243975607445508,6.186936167670604e-06,0.014023576823104648,0.005562548906248859,0.00017937307660048223,0.0013638317146591615,0.08956862243259305,0.10078430192739984,0.011659957647738027,0.00933562939720297,0.0008194315020708916,0.018191600333911772,0.0021046262699798662,0.023235862185980623,0.002039519419941298,0.00027922372735000005
7.843266846510904e-05,0.001277831854006082,2.7316889635377865e-05,0.11811500723125126,0.0,241.38028665224004,6.721038785377552e-08,9.916464078967595e-09,1.9655611190559346e-10,7.745207686738612e-10,3.066698869954145e-10,1.0633749916454885e-06,1.8598834741192014e-07,4.375454341023045e-09,1.3369716215208669e-08,5.762729595666492e-09,0.003648384268423993,0.0008766509232439034,0.00010557344998439224,6.372129974114779e-06,0.014378990904117987,0.00566728972560519,0.00018509951781919322,0.0014064730994781446,0.09184016975391521,0.10138446912891899,0.011605132024779294,0.009362737881193335,0.0008172769482719802,0.01829992873688557,0.002094730000169544,0.023303110899600875,0.0020341374075551837,0.0002987203645
8.048417290543186e-05,0.0013100082898329115,2.7237255063884466e-05,0.1209983448751425,0.0,241.37734910640648,6.900438037306529e-08,1.0145042228134592e-08,2.0033123874784843e-10,7.918653861970142e-10,3.137387408332955e-10,1.0911608886358607e-06,1.8976949212488127e-07,4.438501014570975e-09,1.3645451735633999e-08,5.876567211233802e-09,0.003761521664554954,0.0009032481802655406,0.00010870582000925114,6.556931725534565e-06,0.014729529757571292,0.005768146566925805,0.00019084262020477712,0.0014491684861848936,0.09408062130436537,0.10198173956843125,0.011549259935751451,0.009389647538458367,0.0008151086566426109,0.018407733506243674,0.0020846447608299018,0.023369841635458497,0.0020287194107561435,0.0003187830627
8.248647031690849e-05,0.0013414604194397764,2.715265295034865e-05,0.12384211158259928,0.0,241.3744513582467,7.075752203711507e-08,1.0366271695342378e-08,2.039386927249615e-10,8.086146112336575e-10,3.2058033428394654e-10,1.1183721920419469e-06,1.9341717781256932e-07,4.497905589192132e-09,1.3911649376158542e-08,5.9869732292387144e-09,0.0038748984640970684,0.0009298618086642462,0.000111835344681964,6.741279360234695e-06,0.015075170827702702,0.0058652813073178985,0.00019659798964686656,0.001491891019156962,0.0962898299146162,0.10257612827298113,0.011492640118661723,0.009416450681566317,0.0008129337629659869,0.01851501736397327,0.0020744244780680245,0.023436284244738113,0.0020232832290315063,0.0003393976825
8.444110164253869e-05,0.0013722145217376343,2.7064427990630265e-05,0.1266463252980031,0.0,241.37159337412476,7.247075742440794e-08,1.0580649643095347e-08,2.0739453594043253e-10,8.248353014327778e-10,3.2721004226451903e-10,1.145028511000574e-06,1.9693741761289934e-07,4.5538757742288e-09,1.4168729845664879e-08,6.094057225361736e-09,0.003988439816256725,0.0009564780256760417,0.0001149608684764975,6.92513344287542e-06,0.01541591177692797,0.005958847905636568,0.00020236182414357773,0.0015346185533306699,0.09846777768342281,0.10316763803486675,0.01143551401885901,0.009442612882624239,0.0008107600029702319,0.01862178034703169,0.002064112683694718,0.02350111986904354,0.00201784911143516,0.0003605507599
8.634848454674475e-05,0.0014022911757010808,2.6973737216598885e-05,0.1294111362151396,0.0,241.36877499481818,7.414435024063619e-08,1.078830882621242e-08,2.1070546127259768e-10,8.405378768074332e-10,3.3363197025423365e-10,1.1711447525302518e-06,2.003353172593218e-07,4.6065943748538095e-09,1.4417049208456587e-08,6.197916640345369e-09,0.004102083422760661,0.0009830864737008643,0.00011808169434871345,7.108484793071161e-06,0.01575176663881414,0.006048988953138808,0.000208130958358686,0.001577334438799902,0.1006145513571343,0.10375623872264583,0.011378070207429094,0.009468671623249351,0.0008085898320228026,0.018728017196169934,0.0020537434387302256,0.023565681345119542,0.0020124227640934953,0.0003822291792
8.821104498284689e-05,0.0014317866314500266,2.6881894379278702e-05,0.13213676633683324,0.0,241.36599591071746,7.577908376241143e-08,1.0990583529463112e-08,2.13920029512613e-10,8.559386109028629e-10,3.398873814539689e-10,1.1967999364493312e-06,2.0362650497749177e-07,4.6564742581973155e-09,1.4657721652154107e-08,6.2988082517274145e-09,0.0042156637557934935,0.0010096525292365105,0.0001211942650806645,7.291155188177371e-06,0.016082761851225452,0.00613600167459559,0.00021389699030873802,0.001619983097430511,0.1027303171429633,0.1043420009513921,0.011320705781724984,0.009493270866675438,0.0008064331546158258,0.018833740557274034,0.0020433884118971927,0.023626601281724422,0.0020070294919483146,0.0004044205399
9.002819202914728e-05,0.0014607506295732887,2.6789972183825566e-05,0.13482364871432612,0.0,241.36325565106966,7.737592749477596e-08,1.1186238805579964e-08,2.1698854630085807e-10,8.708019456460765e-10,3.459380847042515e-10,1.222033945026068e-06,2.068198966413902e-07,4.7037722905199085e-09,1.4891380804094344e-08,6.396900756531823e-09,0.004329090509473048,0.0010361570213415759,0.00012429657165592342,7.473041161741065e-06,0.016408949734531553,0.006220082006199737,0.00021965533423362686,0.0016625337402604297,0.10481540679967899,0.1049248843769863,0.011263619362014358,0.009517988783180343,0.0008042848505562854,0.018938942773088028,0.002033083417548421,0.02368780817503508,0.002001656620118236,0.0004271123628
9.180115836033434e-05,0.0014892039052152284,2.6698604067598392e-05,0.13747234041388715,0.0,241.3605536482599,7.893600032024575e-08,1.137538441582248e-08,2.199119284635279e-10,8.851272865749807e-10,3.517874744154355e-10,1.2468624584532046e-06,2.0992001738767507e-07,4.748637435181823e-09,1.5118346184504516e-08,6.492295812348767e-09,0.004442324699726323,0.0010625928111866966,0.00012738802088001672,7.654122876469228e-06,0.01673039700955433,0.006301356642701604,0.00022540400801465525,0.0017049748817220228,0.10687024418161327,0.10550486291644817,0.011206870586565696,0.009542946574880933,0.0008021474782796905,0.01904361985895109,0.0020228393019952953,0.023749591908818552,0.0019963095371377197,0.0004502925667
9.353136886929622e-05,0.0015171518954560485,2.660801738807902e-05,0.14008345656784366,0.0,241.35788929186646,8.046011850288212e-08,1.1558524378046529e-08,2.2270704216425324e-10,8.989858927406987e-10,3.5745113750337525e-10,1.2712883401465586e-06,2.1292913175449493e-07,4.791164120675207e-09,1.5338775882404233e-08,6.585060837926402e-09,0.004555352689017558,0.0010889589251779806,0.00013046877120615315,7.834426427024872e-06,0.017047177064190892,0.006379917511326605,0.00023114231524738862,0.00174730492626141,0.10889529582450241,0.10608189596168253,0.011150400560642686,0.009567713271079723,0.0008000255894216643,0.019147764504205474,0.0020126454389528094,0.0238108822191815,0.001990999786712962,0.0004739493507
9.522028207720754e-05,0.0015446133938466868,2.6518385374037877e-05,0.14265760865092922,0.0,241.35526196166114,8.194988094843127e-08,1.1735573441748517e-08,2.2536666678619513e-10,9.123325133812748e-10,3.629264375683458e-10,1.2953257987427184e-06,2.158513431697165e-07,4.831485811810392e-09,1.5552958529401806e-08,6.67528839217916e-09,0.004668140393817724,0.0011152503377743102,0.0001335385953462397,8.013960709084606e-06,0.01735936341921587,0.006455884196206812,0.00023686852294641932,0.001789515782685777,0.11089102924982713,0.10665596033896543,0.01109424954939934,0.009592660859334839,0.0007979202252049725,0.019251372549371495,0.0020025091007797612,0.02387260302123517,0.001985729825984248,0.0004980710443
9.686931260225533e-05,0.0015716282602604153,2.6430129889802035e-05,0.14519543294085283,0.0,241.352670990977,8.340488883056212e-08,1.1907986737102512e-08,2.2794792519169552e-10,9.254210977442709e-10,3.682583749865097e-10,1.319006952070415e-06,2.1869363823355035e-07,4.869797300459722e-09,1.576138890406589e-08,6.763115137544642e-09,0.0047806244939292,0.0011414550622995847,0.00013659643544648394,8.192684959017469e-06,0.017667034028846514,0.006529417915398532,0.00024257941590891656,0.0018315881982333766,0.11285794043651903,0.10722708267585328,0.011038702310979538,0.009616558913890605,0.0007958393615482106,0.019354448796758905,0.0019924816877315787,0.023931697929640283,0.0019805199938596474,0.0005226463218
9.847984066028768e-05,0.0015982185490511724,2.6343300705527795e-05,0.14769759226460155,0.0,241.35011570442765,8.482642033967041e-08,1.2075868372854385e-08,2.3045121987962066e-10,9.382456609770447e-10,3.734501693542551e-10,1.342348999963827e-06,2.214603709495559e-07,4.90623029634817e-09,1.5964375538868657e-08,6.848642088364202e-09,0.004892772518224786,0.0011675666756464206,0.00013964168237456595,8.37057222380051e-06,0.01797027019408634,0.006600634233924347,0.00024827334371114817,0.0018735118437034866,0.11479654685548923,0.1077952653672006,0.0109839001526334,0.00963958787123468,0.0007937840868750654,0.019456993687841435,0.0019825887084155397,0.023988615464209363,0.001975372959509684,0.0005476642616
0.0001000532775353001,0.0016244006956542426,2.625795064031088e-05,0.1501647504387923,0.0,241.34759543085295,8.621620526646165e-08,1.2238990610463937e-08,2.3286257091180763e-10,9.507366170709305e-10,3.7849477778118504e-10,1.3653644920026983e-06,2.241550166976982e-07,4.940893787610886e-09,1.616216499527748e-08,6.931957785874988e-09,0.005004562278232093,0.001193580483519925,0.0001426738466955278,8.547597484425669e-06,0.018269153534702896,0.006669631810461095,0.0002539491775741994,0.0019152791636016372,0.11670736812639923,0.1083605061093062,0.010929939074754572,0.009662131592177317,0.0007917540236421662,0.01955900680973748,0.0019728474927709913,0.024044310331993977,0.0019702877433867777,0.0005731143284
0.00010159078446863321,0.0016501848097337847,2.617411745101072e-05,0.1525975716052517,0.0,241.34510950496775,8.757625176586854e-08,1.239670513810169e-08,2.351524987691102e-10,9.627457868391856e-10,3.833721510148507e-10,1.3880606875472156e-06,2.2678010370974728e-07,4.973873451875722e-09,1.6354936704885416e-08,7.013136389185892e-09,0.005115981976556087,0.0012194939258606257,0.00014569265279804712,8.723746048247276e-06,0.018563765664216858,0.0067364928720698635,0.00025960631573531583,0.0019568860256575994,0.11859092393226932,0.10892278082878526,0.010876814741595898,0.009685105967964278,0.000789746297034197,0.019660483842929236,0.0019632572622784875,0.024101058702569716,0.001965256955155335,0.0005989863491
0.0001030937559695816,0.0016755836382439022,2.6091821564004763e-05,0.1549967088955746,0.0,241.34265726924158,8.890782293334455e-08,1.2549137110621913e-08,2.3732174546276194e-10,9.74274414906001e-10,3.880861595091843e-10,1.410447168237719e-06,2.293384530241136e-07,5.005258846960407e-09,1.654289123251172e-08,7.09225530319538e-09,0.005227016757252227,0.0012453036231446723,0.00014869771642920593,8.898996077918662e-06,0.01885418716602677,0.006801301608171115,0.0002652440015512546,0.001998326985292732,0.12044772747464356,0.10948209071938231,0.010824606709609951,0.00970845964850199,0.0007877619908223731,0.019761425015672514,0.0019538323794380448,0.024158733531215202,0.001960283372577423,0.0006252705562999999
0.00010456264977421031,0.001700608305483456,2.6011083240884443e-05,0.15736280878793002,0.0,241.34023807507265,9.02100343100051e-08,1.2697353022387052e-08,2.3941177009386466e-10,9.855220316555851e-10,3.926697849578495e-10,1.4325321618091874e-06,2.3183264578128693e-07,5.0351332934753445e-09,1.6726212514039694e-08,7.1693895652780595e-09,0.005337654170407977,0.0012710063398571707,0.00015168861834713841,9.07332046376551e-06,0.0191404980524506,0.006864136816658131,0.000270861600413236,0.0020395968292412775,0.1222782884011166,0.11003841874665667,0.01077334755152915,0.009730858427850592,0.0007858066631775086,0.01986182588586034,0.001944578590946293,0.02421404363688139,0.001955383173376952,0.0006519574745
0.00010599783577020017,0.00172526699519068,2.5931912145674896e-05,0.15969651213002567,0.0,241.33785128233032,9.148403680040614e-08,1.2840746247329442e-08,2.4139972122559997e-10,9.963570376074205e-10,3.9710426723521167e-10,1.4543214704630724e-06,2.3426479637681644e-07,5.063567797724227e-09,1.6905051188029636e-08,7.244605468134263e-09,0.005447886716315084,0.0012965998978093135,0.00015466505177624915,9.246698047166986e-06,0.019422777595522175,0.006925068974334606,0.00027645872888942195,0.002080692040850254,0.12408311171645417,0.11059172552086309,0.010723016044368705,0.009753759464921703,0.000783875656951715,0.019961680264692184,0.0019354921604010245,0.024270592957751573,0.001950542974510178,0.0006790378416
0.00010740144502743681,0.001749568254652133,2.5854309088129427e-05,0.16199844708706934,0.0,241.33549626096203,9.273071752704357e-08,1.2980330893521223e-08,2.4332045478154786e-10,1.006941181412919e-09,4.014209679745485e-10,1.4758213425464549e-06,2.366369439465606e-07,5.0906280127292215e-09,1.7079552913911258e-08,7.317965656213936e-09,0.0055577088078954525,0.0013220826121424097,0.00015762677318077498,9.419111705566855e-06,0.0197011035147914,0.006984163905302901,0.0002820351007044752,0.002121609895716014,0.1258626925854669,0.11114200902364124,0.010673590107651839,0.009776219437691868,0.0007819735380098455,0.020060988214242965,0.001926569145494908,0.024326031342248557,0.0019457739175837891,0.0007065028340999999
0.00010877465652459681,0.0017735206392179824,2.5778280880517798e-05,0.16426923221197626,0.0,241.3331723912911,9.395059189699127e-08,1.3116649589440341e-08,2.45191734592188e-10,1.0173598201451695e-09,4.056366681458524e-10,1.4970380322761701e-06,2.3895113334415016e-07,5.1163794208893895e-09,1.7249863696211424e-08,7.389532930386565e-09,0.005667113587126342,0.0013474526023694532,0.00016057352856798008,9.590544469585238e-06,0.01997555248861632,0.0070414872898065285,0.00028759036516829513,0.002162347356038553,0.1276175196004119,0.11168926072864065,0.010625050584468599,0.009797565750158596,0.0007801024563019445,0.020159747013889454,0.001917805977005075,0.024378708656300336,0.0019410832230384902,0.0007343438416
0.00011011706725194397,0.0017971316583109218,2.5703831183377918e-05,0.16650948006024713,0.0,241.3308790623133,9.514474554701136e-08,1.3248522810276363e-08,2.469681797253093e-10,1.0273877025845732e-09,4.097148905409324e-10,1.5179768888327902e-06,2.412092858158466e-07,5.140884926459765e-09,1.7416120322193787e-08,7.45936760857729e-09,0.005776093771528791,0.001372707988220864,0.00016350507688338528,9.76098096358101e-06,0.020246200545120305,0.007097103967617517,0.000293124150158768,0.0022029013851621424,0.12934807727683187,0.11223343207169792,0.010577379431001531,0.009819373834355195,0.0007782563712179855,0.020257948435024313,0.001909199452744439,0.02443252985731844,0.001936454640305521,0.0007625522292
0.00011142986842988217,0.0018204091321526394,2.5630950003335598e-05,0.1687197898426231,0.0,241.32861567383355,9.631446446308238e-08,1.3375891425375061e-08,2.4864313007320405e-10,1.0369974937907016e-09,4.1365380653487473e-10,1.5386436477484845e-06,2.4341324535276286e-07,5.16420236397292e-09,1.757845449696316e-08,7.52752631796545e-09,0.005884643935546363,0.0013978473609307974,0.00016642123656873065,9.930409548701028e-06,0.020513122057850764,0.007151074349921663,0.00029863617787652424,0.0022432697037104397,0.1310548396254123,0.11277450627844884,0.01053055752790407,0.009841614385048278,0.0007764357003705529,0.020355590080593816,0.0019007461830856174,0.024487412187863156,0.0019318884370465685,0.0007911199583999999
0.00011271420069060926,0.0018433605610538076,2.5559625946477627e-05,0.17090075000975177,0.0,241.3263816367176,9.746076568054332e-08,1.3498870774046456e-08,2.5021841603937566e-10,1.0461917523146582e-09,4.174569830335394e-10,1.559043816335339e-06,2.4556478090586834e-07,5.186386811293768e-09,1.7736992640514724e-08,7.59406374238222e-09,0.005992759116066105,0.0014228694652871133,0.0001693218497695051,1.0098820336894382e-05,0.02077639011921755,0.0072034565757647375,0.0003041261940761096,0.0022834502793661216,0.13273827253795814,0.11331247022281135,0.0104845663144831,0.009864275456078314,0.0007746404329743812,0.020452669600749224,0.0018924428204204718,0.02454332599413793,0.0019273846071497468,0.0008200390764
0.00011397081795451011,0.0018659935564990684,2.5489847754489407e-05,0.17305293801827948,0.0,241.324176372995,9.858311571475215e-08,1.3618489827787892e-08,2.5173317960883463e-10,1.0551562642920977e-09,4.2115624132677105e-10,1.579183022468179e-06,2.476656564134105e-07,5.20749242306277e-09,1.7891860892934573e-08,7.659034071743575e-09,0.006100433785787412,0.0014477729738478756,0.00017220675729577172,1.0266203788810879e-05,0.02103607656658419,0.0072543077822924355,0.00030959391595619505,0.002323440964474212,0.134398833950518,0.11384731085302705,0.01043938915705949,0.009886280994163645,0.0007728743236777621,0.02054918357241139,0.0018842862652170644,0.02459761618419846,0.0019229542417083438,0.0008493017378
0.0001151999972455313,0.0018883148827878431,2.542159868923257e-05,0.1751769215937124,0.0,241.32199931554146,9.968185028923592e-08,1.3734710310746081e-08,2.531869528916673e-10,1.0638725111637403e-09,4.2475039769896834e-10,1.5990662039028736e-06,2.497174972734671e-07,5.227569506117979e-09,1.8043175432477087e-08,7.722488300054764e-09,0.006207663354166906,0.001472556805856284,0.0001750758326877528,1.0432552546389642e-05,0.02129225204542284,0.00730368245990464,0.00031503910834573107,0.002363240007961677,0.13603697424407085,0.11437900473243062,0.01039500888842005,0.009908222477307094,0.0007711350606599046,0.02064512768797436,0.001876273415047575,0.024651752783810932,0.0019185914448182231,0.0008789003453
0.00011640307399624189,0.0019103314259680468,2.535485721638428e-05,0.17727325519049858,0.0,241.31984990900415,1.0075834597531232e-07,1.3847518117900805e-08,2.545749218740804e-10,1.0723184736453857e-09,4.282390159591119e-10,1.6186984710151677e-06,2.5172187633014455e-07,5.246665298941612e-09,1.8191048933963445e-08,7.784474759135046e-09,0.006314443806081729,0.0014972200369638604,0.0001779289701961895,1.0597860597607572e-05,0.02154498559709561,0.007351632593034386,0.00032046156534660587,0.002402845910293523,0.13765313360391943,0.11490753699808795,0.010351407909301561,0.009930177720284646,0.0007694226862866502,0.020740500379859472,0.0018684011970295895,0.02470591071743243,0.0019142948622696055,0.0009088275736
0.00011758117572136813,0.0019320498871978355,2.528960159972523e-05,0.17934248180435491,0.0,241.31772760954755,1.0181392413940728e-07,1.3956777448356642e-08,2.5588851037486803e-10,1.0804489329939363e-09,4.3161789642041866e-10,1.6380848261696207e-06,2.5368031024422294e-07,5.2648248083456385e-09,1.8335590152753334e-08,7.845040320432368e-09,0.006420771679325481,0.0015217618872497326,0.00018076608287190146,1.0762123150752923e-05,0.02179434487273229,0.007398207949484476,0.0003258611091965005,0.0024422574042935233,0.13924774338563883,0.11543290121368197,0.010308569293955872,0.009952299987129013,0.0007677361706867679,0.020835300508846567,0.001860666558646464,0.02476047099383503,0.0019100619163200543,0.0009390764527
0.00011873522975118213,0.001953477030122129,2.5225810454593305e-05,0.18138513270635973,0.0,241.3156318849394,1.0284866460485479e-07,1.4063172037489953e-08,2.571521901924084e-10,1.0883808425020439e-09,4.349081838323659e-10,1.6572303416992609e-06,2.555942970046501e-07,5.2820918234464345e-09,1.8476906603206067e-08,7.904231005333356e-09,0.006526643306119381,0.001546181555703117,0.00018358708446010856,1.0925335641300683e-05,0.022040396143796742,0.007443456987218742,0.00033123755176275497,0.002481473189424499,0.1408212261791432,0.11595509399158961,0.010266477229883476,0.009973963291700272,0.0007660773637627196,0.02092952683608955,0.0018530665906797807,0.02481388973449402,0.0019058982549412856,0.0009696402669000001
0.00011986441805056974,0.0019746195069854262,2.51634684220386e-05,0.18340173064693022,0.0,241.313562213469,1.0386110135674581e-07,1.4167203151283066e-08,2.5838815480786923e-10,1.096222599319361e-09,4.381253799984748e-10,1.6761399765292377e-06,2.5746535049903037e-07,5.298510975876697e-09,1.8615106790211352e-08,7.962093879415565e-09,0.006632053659272153,0.0015704779756916722,0.00018639186390822032,1.1087492432275013e-05,0.022283204765167784,0.007487428511650373,0.0003365906359858668,0.00252049153937643,0.14237399876842544,0.1164740980085434,0.010225118917058618,0.009994556145661353,0.0007644471070321426,0.021023173567754613,0.0018455987504491062,0.024864692115778294,0.001901809512911979,0.0010005121928
0.00012096964961103997,0.0019954828982440805,2.510254573741385e-05,0.18539278627079497,0.0,241.3115180844747,1.0485340440361287e-07,1.4267889123287907e-08,2.5955638527838283e-10,1.1037667832836722e-09,4.412391265522883e-10,1.6948178560568353e-06,2.592947573371646e-07,5.314119926694431e-09,1.875028305848823e-08,8.018669194086715e-09,0.006737000222206857,0.001594650640768964,0.00018918037294997462,1.1248591423324104e-05,0.0225228344870834,0.007530166873132042,0.00034192023230681637,0.0025593116275038734,0.1439064677272025,0.11698988668281446,0.010184477368545329,0.01001568218007454,0.0007628404743432722,0.021116238783625438,0.0018382602299949395,0.024916813606776552,0.001897779259482739,0.001031685777
0.0001220524653450732,0.002016073415657879,2.5043016668314417e-05,0.18735879722018467,0.0,241.30949899875685,1.0582675982837468e-07,1.4365532642428555e-08,2.606640733870108e-10,1.111048224259463e-09,4.4425878427221335e-10,1.7132687157603653e-06,2.6108383483635593e-07,5.328955494520004e-09,1.888253023909751e-08,8.07399717830228e-09,0.006841480773165497,0.0016186991134571397,0.0001919525709855547,1.1408630915362177e-05,0.022759347483871026,0.007571714526111474,0.0003472262261812895,0.002597932738238142,0.14541902960056383,0.11750246224799217,0.01014453701194778,0.010036930927400352,0.000761258638390662,0.021208723212246993,0.0018310482477270134,0.024969230226236816,0.0018938102036546783,0.0010631548349
0.00012311328061320753,0.0020363972535492564,2.498485982573367e-05,0.1893002513736438,0.0,241.30750446801767,1.0678118962973762e-07,1.446045040774198e-08,2.61721478534582e-10,1.1181228873995705e-09,4.471941471514696e-10,1.7314972499655972e-06,2.6283390537300224e-07,5.343054711581257e-09,1.9011943484372194e-08,8.128118793277104e-09,0.006945492484153867,0.0016426228388178017,0.00019470840656098307,1.1567608746543575e-05,0.022992804802793747,0.0076121134021495465,0.0003525084723510399,0.0026363539679239096,0.14691207377367757,0.11801182881800353,0.010105284482921542,0.01005769740733135,0.0007597022589644286,0.02130062533619982,0.0018239601982474134,0.02502047688753721,0.001889907007738543,0.0010949132006
0.00012415269202243828,0.0020564601341503588,2.4928049869899157e-05,0.19121762585237076,0.0,241.30553401459946,1.0771698476786473e-07,1.4552895384976181e-08,2.6273825538123725e-10,1.1250256513267494e-09,4.500530382713249e-10,1.7495078000716142e-06,2.6454620086555767e-07,5.356451872928686e-09,1.9138611467955493e-08,8.181071947892434e-09,0.00704903278040192,0.001666421328595011,0.00019744783712174368,1.172552335377249e-05,0.023223266183178364,0.007651403853524693,0.0003577668384692085,0.002674574520386917,0.14838598131178815,0.11851797543243525,0.010066705442797782,0.010078185783080014,0.0007581707635390853,0.02139194392698515,0.0018169935621670406,0.025071048281878474,0.0018860672176245557,0.00112695511
0.0001251700659480597,0.0020762677352030028,2.487256415874539e-05,0.19311138883225443,0.0,241.30358717099074,1.0863176615384269e-07,1.4644240226193479e-08,2.6377072643830727e-10,1.1320286015418058e-09,4.5287790732003246e-10,1.7673046434570588e-06,2.6622195413390167e-07,5.369181390313773e-09,1.9262622866687626e-08,8.232895192961321e-09,0.007152098599399212,0.0016900940030641224,0.00020017081200428204,1.1882372848935976e-05,0.023450790328956556,0.0076896256592803944,0.00036300116748817974,0.002712593453070471,0.14984112670218652,0.1190208919677582,0.010028787653377197,0.010097316839632258,0.0007566674267040761,0.02148267541584358,0.0018101459870615347,0.025118292975288614,0.0018823014480649802,0.001159274885
0.0001261658452909542,0.0020958252334870972,2.4818379986121777e-05,0.19498199816343464,0.0,241.30166347960716,1.0952796607103419e-07,1.4732915197340882e-08,2.6475529250126113e-10,1.1388265238585503e-09,4.556202097521608e-10,1.7848916886176327e-06,2.6786229603050566e-07,5.38127453546538e-09,1.938405907535459e-08,8.283623592301257e-09,0.007254687432410624,0.0017136404112197477,0.00020287729560210772,1.203815623031977e-05,0.023675434665305806,0.0077268167549120895,0.00036821133052493524,0.0027504100304539983,0.15127787629507874,0.11952055423182761,0.009991517430852288,0.010116523202052361,0.0007551871930046126,0.021572817208761894,0.0018034151578301188,0.025165739985391084,0.0018785944696490073,0.0011918666628999998
0.00012714148019987758,0.002115137845544865,2.476546988781848e-05,0.1968299000855417,0.0,241.29976249313088,1.1040754514343988e-07,1.4818537910957624e-08,2.656728368679375e-10,1.145322641754124e-09,4.582681201244705e-10,1.8022729545702635e-06,2.69468304278962e-07,5.392759974442123e-09,1.9502997881582053e-08,8.333290241423153e-09,0.007356798081112805,0.001737060384585438,0.0002055672824905472,1.2192874089419835e-05,0.023897255122237254,0.007763012338383724,0.0003733972652592447,0.0027880239708720613,0.1526965869177259,0.12001695817375298,0.009954880643963587,0.010136163050243804,0.0007537287276197918,0.021662369925287688,0.0017967986387342546,0.025214258205092068,0.001874941302798382,0.0012247248597
0.00012809770873107294,0.002134210786105248,2.471381090565233e-05,0.19865553142105336,0.0,241.29788377429207,1.1127130183295301e-07,1.4901072320277582e-08,2.6652009687996154e-10,1.1514969492476638e-09,4.608205236794283e-10,1.8194524361851298e-06,2.710410567869043e-07,5.403666382115966e-09,1.9619517061463342e-08,8.381928447006122e-09,0.0074584287873344654,0.0017603536382523276,0.00020824075528207579,1.2346526413025141e-05,0.024116306533335873,0.007798247165520615,0.00037855888099596637,0.0028254348060988872,0.15409760842258452,0.12051009958863028,0.009918864565797214,0.010156273320700574,0.0007522914353589138,0.02175133283854021,0.0017902941354088217,0.025263939607725425,0.0018713404799355737,0.0012578440085
0.00012903513941876595,0.002153049113950003,2.466337899114004e-05,0.2004593194815158,0.0,241.296026895341,1.1211950305279473e-07,1.4980797545252828e-08,2.6730665236164537e-10,1.1573932339551558e-09,4.6328605229257516e-10,1.8364340345592358e-06,2.725815895571098e-07,5.41402095316792e-09,1.9733691404901347e-08,8.429570243385741e-09,0.007559578148205657,0.0017835199708444048,0.00021089770646349484,1.2499113774740221e-05,0.024332642554318166,0.007832554554320163,0.00038369610512600235,0.002862642202384828,0.15548128316501902,0.12099997568173733,0.009883456736214716,0.010176688112512721,0.0007508756254648875,0.021839705461825856,0.0017838994003715892,0.02531437166775155,0.0018677927877049118,0.0012912188858
