x1,x2,x3,x4,x5,Aqueous UO2++ in Granite,Aqueous UO2++ in Bentonite,Aqueous UO2++ in Source,Adsorbed UO2++ in Bentonite,Mineralized UO2++ in Source,Effluxed UO2++
5e-15,1600.0,502325.0,0.5,0.5,0.000147981154053,0.0025745970790751,2.371394189927884e-05,0.2408912628888538,241.25421272743424,0.0022341870195
